latitude	longitude
37.5450159	127.1368066
37.5304417	127.122425
37.551508	127.132663
37.5333656	127.1419851
37.5572593	127.1515382
37.5512453	127.1443656
37.5332885	127.1419221
37.5333656	127.1419851
37.5345598	127.1426791
37.5260101	127.13287
37.532425	127.129563
37.5304417	127.122425
37.5361455	127.1332269
37.5435257	127.1254351
37.5450159	127.1368066
37.5549912	127.1408249
37.5517481	127.1272074
37.551508	127.132663
37.5605	127.16435
37.5572593	127.1515382
37.546366	127.1513427
37.5512453	127.1443656
37.550583	127.1683007
37.5649783	127.173909
37.4960195	127.1499724
37.4969643	127.1432324
37.510933	127.123925
37.4900982	127.1241719
37.4955568	127.1217864
37.5062595	127.1093393
37.538092	127.122075
37.5239079	127.0989414
37.5061	127.084338
37.5086777	127.0771146
37.518142	127.10065
37.5201089	127.1122668
37.513333	127.094375
37.5119488	127.088559
37.5061	127.084338
37.4811656	127.1439378
37.4785	127.1354
37.489823	127.1108107
37.4900982	127.1241719
37.4987054	127.1266714
37.4964898	127.1098653
37.4955568	127.1217864
37.502714	127.0925354
37.503592	127.1037
37.502317	127.1167651
37.5062595	127.1093393
37.5030528	127.1281494
37.515425	127.1343
37.5164444	127.1114868
37.510933	127.123925
37.4968477	127.1485193
37.4960195	127.1499724
37.4935803	127.1468764
37.4969643	127.1432324
37.5292584	127.1157686
37.538092	127.122075
37.488238	127.0390246
37.491839	127.0879629
37.4717	127.1114
37.4751929	127.0989125
37.5115706	127.028461
37.4931821	127.0567047
37.5144424	127.062532
37.4827409	127.055737
37.4954841	127.0333574
37.4889181	127.104929
37.4922048	127.0737224
37.491839	127.0879629
37.4833484	127.0864633
37.4643683	127.1043555
37.4788183	127.0516374
37.4897723	127.0689523
37.4827409	127.055737
37.4837425	127.0464338
37.488238	127.0390246
37.4959674	127.0468034
37.4954841	127.0333574
37.4997415	127.0579127
37.5022848	127.0642072
37.4931821	127.0567047
37.5112	127.04595
37.5144424	127.062532
37.525107	127.049291
37.530642	127.030713
37.517342	127.037213
37.5115706	127.028461
37.5240101	127.0227814
37.4448	127.0641
